id_lead,origem_canal,campanha_tipo,dispositivo,metodo_tracking,paginas_vistas,tempo_sessao_segundos,scroll_depth_max,baixou_material_rico,cargo,tamanho_empresa,tipo_email,converteu
1205,,,Desktop,Client-side,13,1391,100%,0,Analista,51-200,Genérico,0
1206,Organic Search,Lookalike,Mobile,Client-side,7,812,50%,0,Analista,200+,Genérico,0
1207,LinkedIn Ads,Institucional,Mobile,Client-side,7,546,50%,0,Coordenador,11-50,Genérico,0
1208,Meta Ads,Nenhuma,Mobile,Client-side,11,495,100%,0,Estagiário,1-10,Genérico,0
1209,Google Ads,Institucional,Desktop,Client-side,5,190,25%,0,C-Level,11-50,Corporativo,1
1210,,,Mobile,Client-side,12,384,25%,0,Coordenador,11-50,Genérico,0
1211,Meta Ads,Search,Mobile,Server-side,1,93,75%,0,Gerente,1-10,Genérico,0
1212,Meta Ads,PMax,Desktop,Server-side,10,810,100%,0,Analista,1-10,Corporativo,1
1213,,,Desktop,Client-side,4,132,25%,0,Coordenador,200+,Genérico,0
1214,Organic Search,Nenhuma,Mobile,Client-side,7,644,50%,0,Analista,11-50,Corporativo,0
1215,LinkedIn Ads,Retargeting,Mobile,Server-side,14,420,50%,1,Gerente,1-10,Genérico,1
1216,Google Ads,Nenhuma,Mobile,Server-side,5,430,50%,0,Gerente,51-200,Corporativo,0
1217,Google Ads,PMax,Mobile,Server-side,2,62,75%,0,Analista,51-200,Genérico,0
1218,LinkedIn Ads,Lookalike,Mobile,Client-side,14,756,25%,1,Estagiário,51-200,Corporativo,1
1219,,,Mobile,Client-side,8,464,100%,1,Gerente,51-200,Corporativo,1
1220,Google Ads,Retargeting,Mobile,Server-side,2,102,25%,0,Analista,11-50,Genérico,0
1221,,,Mobile,Client-side,11,363,100%,0,Coordenador,11-50,Genérico,0
1222,Google Ads,Search,Mobile,Server-side,8,672,100%,0,Coordenador,200+,Genérico,0
1223,Meta Ads,Institucional,Mobile,Server-side,13,598,25%,0,Analista,11-50,Genérico,0
1224,Direct,Nenhuma,Mobile,Client-side,11,869,50%,0,Coordenador,1-10,Genérico,0
1225,Meta Ads,Search,Desktop,Client-side,2,124,50%,0,Coordenador,200+,Corporativo,0
1226,LinkedIn Ads,PMax,Mobile,Server-side,11,924,100%,0,Coordenador,11-50,Genérico,1
1227,,,Mobile,Client-side,5,370,50%,0,Analista,11-50,Genérico,0
1228,,,Mobile,Client-side,4,448,75%,0,Gerente,1-10,Genérico,0
1229,Referral,Retargeting,Mobile,Server-side,1,107,75%,1,Estagiário,1-10,Genérico,0
1230,Meta Ads,Nenhuma,Mobile,Server-side,14,1400,100%,1,Coordenador,1-10,Genérico,1
1231,Direct,Lookalike,Desktop,Client-side,12,648,50%,0,Analista,51-200,Genérico,0
1232,,,Mobile,Client-side,8,912,100%,0,Gerente,11-50,Genérico,1
1233,Google Ads,Retargeting,Desktop,Server-side,10,510,75%,1,Analista,11-50,Genérico,1
1234,Google Ads,Institucional,Mobile,Server-side,12,456,75%,0,Gerente,11-50,Genérico,1
1235,LinkedIn Ads,Lookalike,Mobile,Server-side,3,342,75%,0,Gerente,200+,Genérico,1
1236,Meta Ads,Retargeting,Desktop,Server-side,13,754,25%,0,C-Level,200+,Corporativo,1
1237,Direct,Search,Mobile,Client-side,4,156,75%,0,Coordenador,200+,Corporativo,0
1238,,,Mobile,Client-side,4,188,50%,0,Coordenador,200+,Genérico,0
1239,Referral,Institucional,Mobile,Client-side,5,110,25%,1,Gerente,200+,Corporativo,1
1240,Google Ads,Nenhuma,Mobile,Client-side,3,153,75%,0,Coordenador,1-10,Genérico,0
1241,Direct,Search,Desktop,Client-side,9,945,50%,1,Gerente,200+,Genérico,0
1242,Organic Search,Lookalike,Desktop,Client-side,4,308,75%,0,Estagiário,11-50,Genérico,0
1243,Organic Search,Lookalike,Desktop,Server-side,14,1022,50%,0,Coordenador,51-200,Genérico,0
1244,Organic Search,PMax,Mobile,Server-side,10,610,50%,0,Gerente,11-50,Corporativo,1
1245,Organic Search,PMax,Mobile,Server-side,11,374,75%,0,Gerente,11-50,Genérico,1
1246,,,Mobile,Client-side,11,1122,75%,0,Gerente,1-10,Genérico,1
1247,Google Ads,Nenhuma,Desktop,Client-side,4,324,25%,1,Gerente,51-200,Corporativo,1
1248,,,Mobile,Client-side,6,300,75%,0,C-Level,11-50,Genérico,0
1249,Direct,PMax,Mobile,Server-side,8,640,50%,0,Analista,1-10,Corporativo,0
1250,LinkedIn Ads,PMax,Desktop,Client-side,13,585,100%,0,Analista,51-200,Genérico,0
1251,Organic Search,Lookalike,Mobile,Client-side,7,616,25%,1,Estagiário,51-200,Genérico,0
1252,Meta Ads,PMax,Mobile,Client-side,4,304,50%,0,C-Level,1-10,Corporativo,0
1253,Google Ads,Retargeting,Desktop,Server-side,4,156,50%,0,Analista,200+,Genérico,0
1254,Google Ads,Search,Mobile,Server-side,5,425,100%,0,Gerente,1-10,Genérico,1
1255,LinkedIn Ads,PMax,Mobile,Server-side,10,400,75%,0,Estagiário,1-10,Genérico,0
1256,Meta Ads,Institucional,Mobile,Client-side,5,395,50%,0,Analista,200+,Corporativo,0
1257,Google Ads,Nenhuma,Mobile,Client-side,12,984,100%,1,Gerente,1-10,Genérico,1
1258,Meta Ads,Nenhuma,Desktop,Client-side,1,70,100%,0,Coordenador,1-10,Genérico,0
1259,Google Ads,Nenhuma,Mobile,Client-side,13,1547,75%,0,Analista,1-10,Genérico,0
1260,Meta Ads,Retargeting,Mobile,Client-side,8,888,100%,1,Coordenador,11-50,Corporativo,1
1261,Google Ads,Institucional,Mobile,Client-side,10,1030,100%,1,Analista,1-10,Genérico,0
1262,Organic Search,Retargeting,Desktop,Client-side,13,754,100%,0,Coordenador,1-10,Genérico,0
1263,Meta Ads,PMax,Mobile,Client-side,5,595,100%,0,Estagiário,51-200,Corporativo,0
1264,,,Mobile,Client-side,3,90,100%,1,Gerente,51-200,Genérico,0
1265,Google Ads,Nenhuma,Mobile,Server-side,3,228,100%,0,Analista,51-200,Genérico,0
1266,Google Ads,Institucional,Mobile,Server-side,4,88,50%,1,Coordenador,1-10,Corporativo,1
1267,Meta Ads,Nenhuma,Mobile,Server-side,12,672,25%,0,Analista,200+,Corporativo,0
1268,Meta Ads,Retargeting,Mobile,Client-side,7,721,75%,0,Coordenador,1-10,Corporativo,0
1269,,,Mobile,Client-side,5,575,25%,0,Analista,11-50,Corporativo,0
1270,Google Ads,PMax,Mobile,Server-side,1,44,75%,1,Gerente,11-50,Corporativo,1
1271,LinkedIn Ads,Search,Desktop,Client-side,14,560,25%,1,Gerente,11-50,Corporativo,1
1272,Direct,PMax,Mobile,Server-side,12,1188,75%,0,C-Level,11-50,Corporativo,1
1273,Organic Search,Lookalike,Mobile,Client-side,13,793,100%,0,C-Level,1-10,Corporativo,1
1274,Google Ads,Search,Mobile,Server-side,5,100,25%,0,Gerente,51-200,Corporativo,1
1275,Meta Ads,Lookalike,Desktop,Server-side,14,588,25%,1,Gerente,1-10,Genérico,1
1276,Google Ads,PMax,Desktop,Server-side,5,215,75%,0,Gerente,1-10,Genérico,1
1277,Google Ads,Retargeting,Mobile,Server-side,6,396,75%,1,Gerente,1-10,Genérico,1
1278,Referral,PMax,Desktop,Client-side,14,1512,50%,0,Gerente,1-10,Corporativo,0
1279,Google Ads,PMax,Mobile,Client-side,7,182,100%,0,Analista,200+,Corporativo,1
1280,Meta Ads,PMax,Mobile,Client-side,5,285,100%,0,Analista,51-200,Corporativo,1
1281,LinkedIn Ads,Institucional,Mobile,Client-side,13,858,50%,0,Coordenador,51-200,Corporativo,1
1282,Organic Search,Lookalike,Desktop,Client-side,11,594,75%,0,Gerente,11-50,Genérico,0
1283,Meta Ads,Lookalike,Mobile,Client-side,14,1358,100%,1,Coordenador,1-10,Genérico,0
1284,Google Ads,Nenhuma,Desktop,Server-side,2,162,75%,0,Analista,11-50,Corporativo,1
1285,Meta Ads,Lookalike,Mobile,Client-side,14,1288,100%,0,Coordenador,51-200,Genérico,0
1286,,,Mobile,Client-side,2,44,25%,1,C-Level,51-200,Genérico,0
1287,Google Ads,Institucional,Mobile,Client-side,13,507,25%,1,Analista,11-50,Genérico,1
1288,Meta Ads,Retargeting,Desktop,Client-side,4,464,100%,0,Gerente,51-200,Corporativo,1
1289,Google Ads,Nenhuma,Mobile,Client-side,1,63,100%,0,C-Level,51-200,Corporativo,1
1290,Google Ads,PMax,Mobile,Server-side,7,357,100%,0,Analista,200+,Genérico,0
1291,Meta Ads,Retargeting,Mobile,Client-side,13,1547,50%,0,C-Level,1-10,Corporativo,1
1292,Google Ads,Institucional,Desktop,Client-side,1,45,100%,0,C-Level,1-10,Genérico,0
1293,,,Mobile,Client-side,3,201,50%,0,Analista,51-200,Corporativo,0
1294,LinkedIn Ads,Nenhuma,Mobile,Client-side,10,240,50%,0,Estagiário,51-200,Corporativo,1
1295,Organic Search,PMax,Mobile,Server-side,7,546,25%,1,Analista,200+,Corporativo,0
1296,Google Ads,Search,Desktop,Client-side,11,880,100%,1,Analista,11-50,Corporativo,1
1297,Google Ads,Search,Desktop,Client-side,12,816,25%,1,C-Level,200+,Genérico,1
1298,,,Desktop,Client-side,12,588,25%,1,Analista,200+,Corporativo,1
1299,LinkedIn Ads,Lookalike,Mobile,Server-side,6,216,50%,0,C-Level,11-50,Corporativo,1
1300,,,Mobile,Client-side,7,623,75%,0,Analista,51-200,Genérico,0
1301,Google Ads,Retargeting,Desktop,Server-side,5,385,50%,0,C-Level,1-10,Corporativo,1
1302,Direct,Institucional,Mobile,Client-side,8,656,25%,0,Analista,200+,Corporativo,0
1303,Google Ads,Retargeting,Mobile,Client-side,6,480,50%,0,Gerente,200+,Corporativo,1
1304,Meta Ads,Retargeting,Mobile,Server-side,12,984,50%,0,Estagiário,1-10,Corporativo,0
1305,,,Desktop,Client-side,4,136,50%,1,Analista,200+,Genérico,0
1306,Direct,PMax,Mobile,Client-side,14,280,100%,0,Analista,11-50,Corporativo,0
1307,,,Mobile,Client-side,11,352,50%,1,Estagiário,1-10,Genérico,0
1308,Organic Search,Nenhuma,Desktop,Client-side,1,67,25%,0,Analista,1-10,Genérico,0
1309,Meta Ads,Retargeting,Mobile,Server-side,2,106,50%,0,Coordenador,11-50,Genérico,0
1310,Organic Search,PMax,Mobile,Client-side,12,588,100%,0,Analista,11-50,Genérico,0
1311,Google Ads,PMax,Desktop,Server-side,6,228,25%,0,Gerente,1-10,Corporativo,1
1312,Direct,Institucional,Desktop,Client-side,4,332,50%,0,Gerente,11-50,Genérico,0
1313,Meta Ads,Lookalike,Desktop,Client-side,3,255,25%,0,Gerente,200+,Genérico,1
1314,Organic Search,Search,Mobile,Server-side,7,532,100%,0,C-Level,51-200,Genérico,0
1315,Meta Ads,Search,Mobile,Client-side,7,441,75%,1,Gerente,200+,Genérico,1
1316,LinkedIn Ads,Retargeting,Desktop,Client-side,2,62,100%,0,Coordenador,11-50,Corporativo,0
1317,,,Mobile,Client-side,8,472,100%,0,Analista,200+,Corporativo,0
1318,,,Desktop,Client-side,11,473,25%,1,Coordenador,51-200,Corporativo,0
1319,Google Ads,Search,Desktop,Server-side,1,30,25%,0,Coordenador,51-200,Genérico,0
1320,,,Mobile,Client-side,11,935,75%,0,Analista,51-200,Genérico,0
1321,,,Desktop,Client-side,10,200,75%,0,Coordenador,11-50,Genérico,0
1322,Google Ads,Institucional,Desktop,Server-side,7,539,75%,0,Analista,11-50,Genérico,1
1323,Direct,PMax,Mobile,Client-side,10,470,100%,0,Analista,11-50,Corporativo,0
1324,Google Ads,Lookalike,Mobile,Client-side,12,1044,100%,0,Gerente,51-200,Corporativo,1
1325,Referral,Institucional,Mobile,Client-side,1,113,75%,0,Analista,11-50,Genérico,0
1326,Meta Ads,Institucional,Mobile,Server-side,13,1014,75%,0,Analista,1-10,Genérico,0
1327,Google Ads,Search,Mobile,Server-side,12,1080,75%,1,Analista,200+,Genérico,0
1328,Organic Search,PMax,Mobile,Server-side,14,574,50%,0,Analista,200+,Corporativo,0
1329,LinkedIn Ads,Institucional,Desktop,Client-side,3,327,50%,1,Analista,1-10,Genérico,0
1330,Meta Ads,Nenhuma,Desktop,Server-side,3,144,75%,0,Analista,11-50,Corporativo,0
1331,Meta Ads,Institucional,Mobile,Client-side,10,1080,100%,1,Analista,200+,Corporativo,1
1332,Organic Search,Lookalike,Mobile,Client-side,14,1302,25%,1,Analista,51-200,Corporativo,1
1333,Google Ads,Search,Mobile,Server-side,2,206,100%,0,Analista,200+,Genérico,0
1334,Referral,Retargeting,Desktop,Client-side,14,1358,25%,1,Coordenador,200+,Corporativo,1
1335,Referral,Search,Mobile,Client-side,10,1160,75%,0,Analista,200+,Corporativo,1
1336,LinkedIn Ads,Retargeting,Mobile,Server-side,13,1144,50%,0,Gerente,11-50,Genérico,0
1337,Google Ads,PMax,Desktop,Server-side,5,320,50%,0,Coordenador,1-10,Genérico,0
1338,,,Mobile,Client-side,4,356,25%,1,Coordenador,200+,Corporativo,0
1339,Google Ads,Institucional,Desktop,Client-side,13,1365,75%,1,Coordenador,51-200,Corporativo,0
1340,Google Ads,Nenhuma,Desktop,Client-side,6,216,50%,0,Analista,200+,Genérico,0
1341,Google Ads,PMax,Desktop,Client-side,2,196,75%,0,C-Level,11-50,Genérico,0
1342,Meta Ads,Institucional,Mobile,Client-side,14,812,75%,0,Estagiário,11-50,Genérico,0
1343,,,Mobile,Client-side,4,236,25%,0,Analista,51-200,Genérico,0
1344,Organic Search,PMax,Desktop,Server-side,12,564,75%,0,Analista,200+,Corporativo,1
1345,Organic Search,Search,Mobile,Client-side,7,147,75%,0,C-Level,200+,Genérico,0
1346,,,Mobile,Client-side,1,101,25%,0,C-Level,51-200,Genérico,0
1347,Meta Ads,Nenhuma,Mobile,Client-side,13,598,50%,1,Gerente,1-10,Genérico,1
1348,Meta Ads,PMax,Mobile,Client-side,11,440,100%,0,Coordenador,11-50,Genérico,0
1349,Referral,Search,Mobile,Client-side,3,318,75%,1,C-Level,1-10,Corporativo,1
1350,Google Ads,Nenhuma,Mobile,Server-side,1,26,25%,0,Estagiário,1-10,Corporativo,0
1351,Direct,Nenhuma,Mobile,Server-side,2,160,50%,1,Gerente,200+,Corporativo,1
1352,,,Mobile,Client-side,9,639,75%,0,C-Level,51-200,Corporativo,1
1353,Meta Ads,Nenhuma,Mobile,Server-side,10,670,100%,0,Gerente,11-50,Genérico,1
1354,Organic Search,PMax,Mobile,Client-side,5,190,50%,0,Analista,1-10,Genérico,0
1355,Meta Ads,PMax,Mobile,Server-side,13,1196,25%,1,Gerente,1-10,Genérico,1
1356,Direct,Retargeting,Mobile,Client-side,4,124,75%,0,Analista,200+,Corporativo,0
1357,Direct,Search,Mobile,Server-side,12,1356,25%,0,Analista,200+,Genérico,0
1358,,,Mobile,Client-side,4,360,100%,0,Gerente,200+,Corporativo,1
1359,Google Ads,PMax,Mobile,Client-side,8,168,100%,0,Analista,51-200,Corporativo,1
1360,Meta Ads,Search,Mobile,Server-side,12,432,25%,0,Analista,11-50,Genérico,0
1361,,,Mobile,Client-side,3,282,75%,0,Coordenador,11-50,Corporativo,0
1362,Google Ads,Institucional,Mobile,Client-side,12,1140,25%,0,Gerente,200+,Genérico,1
1363,,,Desktop,Client-side,12,264,50%,0,Estagiário,1-10,Corporativo,0
1364,LinkedIn Ads,Nenhuma,Mobile,Server-side,4,160,25%,0,Estagiário,200+,Genérico,0
1365,Organic Search,Nenhuma,Desktop,Client-side,2,194,100%,1,C-Level,200+,Genérico,0
1366,Google Ads,Nenhuma,Mobile,Client-side,6,588,75%,0,Analista,51-200,Genérico,0
1367,Organic Search,Nenhuma,Desktop,Server-side,12,840,75%,0,Coordenador,200+,Genérico,0
1368,Direct,Nenhuma,Mobile,Client-side,9,261,100%,0,C-Level,11-50,Corporativo,1
1369,Google Ads,PMax,Mobile,Client-side,12,888,100%,0,Coordenador,200+,Corporativo,0
1370,Google Ads,Lookalike,Mobile,Server-side,4,220,50%,0,Analista,11-50,Genérico,0
1371,Referral,Retargeting,Mobile,Server-side,11,770,100%,0,Analista,1-10,Genérico,0
1372,Google Ads,Nenhuma,Mobile,Server-side,6,558,100%,1,Gerente,11-50,Genérico,1
1373,Direct,Nenhuma,Mobile,Client-side,4,144,100%,1,Gerente,11-50,Genérico,1
1374,,,Mobile,Client-side,14,1512,75%,1,Gerente,200+,Genérico,1
1375,Google Ads,PMax,Mobile,Server-side,2,160,100%,0,Estagiário,11-50,Genérico,0
1376,Direct,Search,Desktop,Server-side,13,1430,25%,0,Analista,11-50,Genérico,0
1377,Meta Ads,Institucional,Mobile,Server-side,14,1624,25%,1,Analista,1-10,Genérico,0
1378,Meta Ads,Institucional,Desktop,Client-side,6,564,75%,0,Gerente,11-50,Genérico,1
1379,Meta Ads,Search,Mobile,Client-side,12,384,50%,0,Coordenador,11-50,Genérico,0
1380,Meta Ads,PMax,Mobile,Client-side,7,588,50%,0,Estagiário,200+,Genérico,0
1381,Google Ads,Institucional,Mobile,Server-side,4,456,75%,0,Gerente,51-200,Genérico,1
1382,,,Mobile,Client-side,12,1392,25%,0,Gerente,200+,Corporativo,1
1383,Referral,Search,Mobile,Client-side,11,1144,75%,0,C-Level,1-10,Corporativo,1
1384,,,Mobile,Client-side,7,693,100%,0,Coordenador,200+,Genérico,1
1385,LinkedIn Ads,PMax,Mobile,Client-side,13,1378,75%,1,Coordenador,11-50,Corporativo,1
1386,Meta Ads,Search,Desktop,Client-side,11,1023,50%,0,Coordenador,51-200,Corporativo,0
1387,Organic Search,Institucional,Mobile,Server-side,8,536,25%,0,Gerente,200+,Genérico,1
1388,,,Desktop,Client-side,11,1276,50%,0,Gerente,200+,Genérico,0
1389,Referral,Retargeting,Desktop,Client-side,3,315,50%,1,Gerente,1-10,Corporativo,1
1390,Meta Ads,PMax,Desktop,Client-side,2,178,25%,0,Analista,11-50,Genérico,0
1391,Google Ads,PMax,Mobile,Server-side,5,330,100%,0,Gerente,200+,Corporativo,1
1392,Google Ads,Retargeting,Mobile,Server-side,2,238,25%,1,Analista,200+,Genérico,0
1393,Google Ads,Nenhuma,Mobile,Server-side,10,290,25%,0,Gerente,51-200,Genérico,1
1394,Meta Ads,Retargeting,Mobile,Server-side,5,380,75%,0,Estagiário,1-10,Genérico,0
1395,,,Mobile,Client-side,10,990,25%,0,Estagiário,11-50,Corporativo,0
1396,Organic Search,Retargeting,Mobile,Server-side,13,416,75%,1,Analista,200+,Corporativo,0
1397,Meta Ads,Nenhuma,Mobile,Server-side,6,480,50%,0,Analista,51-200,Corporativo,0
1398,Google Ads,Search,Mobile,Client-side,8,616,25%,0,Estagiário,200+,Corporativo,1
1399,LinkedIn Ads,Retargeting,Desktop,Client-side,6,618,100%,0,Estagiário,200+,Genérico,0
1400,Organic Search,Retargeting,Mobile,Server-side,4,348,75%,0,Analista,1-10,Genérico,0
1401,Google Ads,PMax,Mobile,Server-side,3,309,75%,0,Estagiário,51-200,Corporativo,0
1402,Google Ads,Search,Desktop,Client-side,14,1470,100%,0,Gerente,51-200,Corporativo,1
1403,Google Ads,Lookalike,Mobile,Server-side,14,672,75%,1,Estagiário,11-50,Corporativo,1
1404,Organic Search,Lookalike,Mobile,Client-side,2,70,75%,1,C-Level,200+,Genérico,0
1405,LinkedIn Ads,Institucional,Desktop,Client-side,13,1066,100%,0,C-Level,51-200,Corporativo,1
1406,Meta Ads,Retargeting,Mobile,Server-side,1,66,50%,0,Analista,200+,Corporativo,1
1407,Organic Search,Retargeting,Mobile,Client-side,2,124,25%,0,Estagiário,200+,Corporativo,0
1408,Organic Search,Search,Mobile,Server-side,2,84,25%,0,Analista,11-50,Genérico,0
1409,Meta Ads,Nenhuma,Mobile,Client-side,5,245,25%,0,Coordenador,11-50,Corporativo,0
1410,Direct,Lookalike,Mobile,Client-side,9,684,25%,0,Gerente,51-200,Genérico,1
1411,Google Ads,Institucional,Mobile,Client-side,1,49,25%,0,Analista,200+,Genérico,0
1412,,,Mobile,Client-side,4,344,25%,1,Analista,51-200,Corporativo,1
1413,Google Ads,Retargeting,Mobile,Client-side,10,750,75%,0,Coordenador,200+,Corporativo,1
1414,Google Ads,Lookalike,Desktop,Server-side,7,301,25%,0,Analista,51-200,Genérico,0
1415,Meta Ads,Institucional,Mobile,Client-side,11,1056,75%,0,C-Level,51-200,Genérico,0
1416,Direct,PMax,Desktop,Client-side,14,1610,100%,0,Analista,200+,Corporativo,0
1417,Google Ads,Lookalike,Mobile,Client-side,10,950,50%,0,Analista,1-10,Corporativo,0
1418,Google Ads,Institucional,Desktop,Server-side,3,81,75%,0,Analista,11-50,Corporativo,0
1419,,,Mobile,Client-side,8,856,50%,0,Gerente,200+,Genérico,0
1420,,,Mobile,Client-side,3,189,100%,0,Analista,51-200,Genérico,0
1421,Meta Ads,Institucional,Mobile,Client-side,8,792,25%,0,Analista,1-10,Genérico,0
1422,Meta Ads,Institucional,Desktop,Client-side,13,1495,50%,0,Analista,51-200,Corporativo,1
1423,,,Mobile,Client-side,2,106,50%,0,Analista,1-10,Genérico,0
1424,Google Ads,Nenhuma,Mobile,Server-side,5,270,100%,0,Gerente,200+,Genérico,1
1425,Referral,Lookalike,Mobile,Server-side,4,460,100%,0,Analista,11-50,Corporativo,0
1426,Referral,Retargeting,Desktop,Client-side,11,759,100%,0,Gerente,51-200,Genérico,1
1427,Google Ads,PMax,Mobile,Server-side,9,324,75%,0,Analista,1-10,Genérico,0
1428,Referral,Nenhuma,Mobile,Server-side,3,63,75%,0,Coordenador,1-10,Corporativo,0
1429,LinkedIn Ads,Institucional,Mobile,Server-side,12,1308,50%,1,Gerente,11-50,Corporativo,1
1430,Direct,Retargeting,Mobile,Server-side,11,803,100%,1,Coordenador,51-200,Corporativo,1
1431,Meta Ads,Nenhuma,Desktop,Server-side,5,315,50%,0,Gerente,200+,Genérico,1
1432,Meta Ads,Lookalike,Desktop,Client-side,10,1000,25%,0,Analista,200+,Genérico,0
1433,Meta Ads,PMax,Mobile,Client-side,9,612,100%,0,C-Level,51-200,Genérico,0
1434,LinkedIn Ads,Search,Mobile,Client-side,13,273,75%,1,Coordenador,11-50,Corporativo,1
1435,Google Ads,Retargeting,Desktop,Server-side,6,546,100%,0,Analista,11-50,Genérico,0
1436,,,Mobile,Client-side,2,178,50%,0,Analista,11-50,Corporativo,0
1437,Meta Ads,Search,Desktop,Client-side,1,28,75%,0,Estagiário,1-10,Corporativo,0
1438,Organic Search,Retargeting,Mobile,Client-side,12,240,25%,0,Gerente,1-10,Corporativo,1
1439,Google Ads,PMax,Mobile,Server-side,11,968,25%,0,Analista,11-50,Corporativo,0
1440,LinkedIn Ads,PMax,Mobile,Server-side,1,28,50%,1,C-Level,51-200,Genérico,1
1441,Referral,Nenhuma,Mobile,Client-side,7,231,100%,0,Analista,200+,Corporativo,1
1442,Google Ads,Retargeting,Desktop,Client-side,14,644,25%,0,Coordenador,1-10,Corporativo,0
1443,LinkedIn Ads,PMax,Mobile,Server-side,12,336,50%,0,Gerente,11-50,Genérico,1
1444,Meta Ads,Institucional,Desktop,Client-side,2,110,75%,0,C-Level,1-10,Genérico,0
1445,Direct,Retargeting,Mobile,Client-side,7,784,75%,0,Analista,1-10,Corporativo,0
1446,Google Ads,PMax,Desktop,Client-side,1,103,50%,0,C-Level,11-50,Corporativo,1
1447,LinkedIn Ads,Nenhuma,Mobile,Server-side,4,392,100%,0,C-Level,51-200,Corporativo,1
1448,Organic Search,Search,Desktop,Client-side,10,1190,100%,0,C-Level,200+,Genérico,1
1449,,,Mobile,Client-side,13,286,100%,0,C-Level,51-200,Genérico,0
1450,LinkedIn Ads,Institucional,Desktop,Server-side,11,462,100%,0,C-Level,1-10,Genérico,1
1451,,,Mobile,Client-side,4,368,50%,0,Coordenador,51-200,Corporativo,1
1452,LinkedIn Ads,Nenhuma,Mobile,Client-side,5,245,50%,0,Gerente,51-200,Genérico,0
1453,Direct,PMax,Desktop,Client-side,14,532,75%,0,Coordenador,200+,Genérico,0
1454,Meta Ads,PMax,Mobile,Server-side,14,1204,75%,0,Coordenador,11-50,Corporativo,0
1455,,,Mobile,Client-side,10,690,100%,0,Coordenador,11-50,Genérico,0
1456,Direct,Nenhuma,Mobile,Server-side,1,67,25%,0,C-Level,11-50,Genérico,0
1457,LinkedIn Ads,Institucional,Mobile,Server-side,7,154,25%,1,Analista,51-200,Genérico,1
1458,LinkedIn Ads,Search,Mobile,Server-side,11,1287,75%,0,Gerente,51-200,Genérico,1
1459,Google Ads,Search,Mobile,Server-side,2,170,75%,0,Analista,200+,Genérico,0
1460,LinkedIn Ads,Institucional,Mobile,Server-side,12,552,50%,0,Analista,11-50,Genérico,0
1461,Meta Ads,Retargeting,Mobile,Server-side,11,1166,75%,0,Estagiário,200+,Genérico,0
1462,LinkedIn Ads,PMax,Mobile,Server-side,13,1495,75%,0,Analista,200+,Genérico,1
1463,Google Ads,Retargeting,Desktop,Server-side,11,1298,100%,0,C-Level,51-200,Corporativo,1
1464,LinkedIn Ads,Nenhuma,Mobile,Server-side,13,767,25%,1,Analista,11-50,Genérico,0
1465,Referral,Lookalike,Mobile,Client-side,2,74,25%,0,Gerente,1-10,Corporativo,1
1466,,,Mobile,Client-side,8,368,50%,1,Analista,1-10,Corporativo,1
1467,Referral,Lookalike,Mobile,Client-side,9,270,25%,0,C-Level,51-200,Genérico,1
1468,Meta Ads,Institucional,Mobile,Server-side,6,348,100%,0,Gerente,51-200,Genérico,1
1469,Direct,Search,Mobile,Server-side,11,418,100%,0,Analista,51-200,Genérico,0
1470,Organic Search,Retargeting,Mobile,Client-side,1,108,50%,0,Analista,51-200,Genérico,0
1471,Meta Ads,PMax,Mobile,Client-side,1,26,75%,0,Coordenador,1-10,Genérico,0
1472,Organic Search,Lookalike,Mobile,Client-side,14,1596,75%,0,Coordenador,11-50,Genérico,0
1473,Direct,Retargeting,Desktop,Client-side,11,836,100%,0,Analista,200+,Genérico,0
1474,Meta Ads,Lookalike,Mobile,Server-side,7,147,50%,1,C-Level,1-10,Corporativo,1
1475,Meta Ads,Lookalike,Mobile,Client-side,8,456,100%,0,Gerente,11-50,Genérico,0
1476,LinkedIn Ads,PMax,Mobile,Client-side,3,72,25%,0,Analista,51-200,Genérico,1
1477,,,Desktop,Client-side,9,873,25%,0,C-Level,200+,Genérico,1
1478,,,Desktop,Client-side,4,404,100%,1,Estagiário,11-50,Genérico,0
1479,Organic Search,Nenhuma,Desktop,Server-side,4,220,75%,1,Coordenador,11-50,Genérico,0
1480,Meta Ads,Institucional,Mobile,Client-side,3,261,25%,0,Coordenador,200+,Corporativo,0
1481,Organic Search,Search,Mobile,Server-side,8,856,50%,0,Estagiário,11-50,Corporativo,0
1482,Google Ads,Institucional,Mobile,Client-side,9,864,75%,0,Analista,11-50,Genérico,0
1483,,,Desktop,Client-side,1,104,25%,0,Analista,200+,Genérico,0
1484,Google Ads,Institucional,Desktop,Server-side,2,152,100%,0,Gerente,200+,Corporativo,1
1485,Meta Ads,Retargeting,Mobile,Server-side,1,116,75%,0,C-Level,1-10,Genérico,1
1486,,,Mobile,Client-side,14,546,75%,1,Gerente,51-200,Genérico,1
1487,Meta Ads,Search,Mobile,Client-side,4,96,25%,1,Coordenador,51-200,Corporativo,0
1488,LinkedIn Ads,PMax,Mobile,Client-side,10,430,50%,0,Coordenador,11-50,Genérico,0
1489,Meta Ads,Search,Mobile,Server-side,7,826,25%,0,Analista,51-200,Corporativo,0
1490,Meta Ads,Nenhuma,Mobile,Client-side,14,686,25%,0,Gerente,1-10,Genérico,0
1491,Google Ads,Nenhuma,Mobile,Client-side,7,329,25%,0,Coordenador,11-50,Genérico,0
1492,Meta Ads,Institucional,Mobile,Server-side,12,864,25%,1,Analista,51-200,Genérico,1
