dispositivo,metodo_tracking,paginas_vistas,tempo_sessao_segundos,scroll_depth_max,baixou_material_rico,cargo,tamanho_empresa,tipo_email,converteu,origem_canal_Direct,origem_canal_Google Ads,origem_canal_LinkedIn Ads,origem_canal_Meta Ads,origem_canal_Organic Search,origem_canal_Referral,campanha_tipo_Lookalike,campanha_tipo_Nenhuma,campanha_tipo_PMax,campanha_tipo_Retargeting,campanha_tipo_Search,campanha_tipo_Sem Rastreio
0,0,0.8461538461538463,0.3480392156862745,1.0,0,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,0.38461538461538464,0.12745098039215685,0.0,0,4,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0.23076923076923078,0.19117647058823528,0.33333333333333337,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0.15384615384615385,0.14399509803921567,0.0,0,4,4,0,1,0,0,0,1,0,0,1,0,0,0,0,0
0,1,0.4615384615384616,0.3137254901960784,1.0,0,5,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.4615384615384616,0.2579656862745098,0.6666666666666666,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0
1,0,0.07692307692307693,0.025735294117647058,1.0,0,3,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0,0.5384615384615385,0.27696078431372545,1.0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.7692307692307694,0.27757352941176466,0.0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.0,0.006127450980392158,0.0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,0,0.7692307692307694,0.5606617647058824,0.6666666666666666,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.6923076923076923,0.11029411764705882,0.6666666666666666,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.4615384615384616,0.3180147058823529,0.6666666666666666,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.6923076923076923,0.275735294117647,1.0,0,2,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0.8461538461538463,0.6274509803921569,1.0,0,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.056985294117647065,0.6666666666666666,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,0.9230769230769231,0.6090686274509804,0.6666666666666666,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.8461538461538463,0.6495098039215687,0.6666666666666666,1,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1.0000000000000002,0.33946078431372545,0.33333333333333337,0,2,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,0,0.15384615384615385,0.1881127450980392,0.33333333333333337,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1,0.15384615384615385,0.07598039215686274,0.6666666666666666,0,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.6923076923076923,0.6495098039215687,1.0,1,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,1.0000000000000002,0.7855392156862745,0.0,1,2,3,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0.07692307692307693,0.11397058823529412,1.0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,0,1.0000000000000002,0.8198529411764707,0.0,1,3,4,1,1,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0.6923076923076923,0.698529411764706,0.6666666666666666,0,2,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0.9230769230769231,0.6887254901960784,0.33333333333333337,0,4,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1,0.3076923076923077,0.1838235294117647,0.33333333333333337,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0.23076923076923078,0.20588235294117646,0.0,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.9230769230769231,0.8241421568627452,0.6666666666666666,1,3,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0.38461538461538464,0.12009803921568628,0.33333333333333337,0,2,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,0,0.07692307692307693,0.10784313725490197,0.6666666666666666,0,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,1.0000000000000002,0.4852941176470588,0.6666666666666666,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.23076923076923078,0.13235294117647056,0.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.8461538461538463,0.3333333333333333,0.6666666666666666,0,2,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0.4615384615384616,0.0778186274509804,0.6666666666666666,0,5,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.0,0.049632352941176475,0.0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.9230769230769231,0.35416666666666663,0.33333333333333337,1,4,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.7692307692307694,0.25735294117647056,1.0,0,3,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0.15384615384615385,0.18259803921568626,0.6666666666666666,1,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,1,0.0,0.003676470588235293,0.0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.07692307692307693,0.0857843137254902,0.33333333333333337,1,4,4,1,1,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.6153846153846154,0.3792892156862745,0.6666666666666666,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.6923076923076923,0.39828431372549017,1.0,0,4,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.3076923076923077,0.10416666666666667,0.33333333333333337,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0.9230769230769231,0.7205882352941176,0.0,1,4,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0.23076923076923078,0.06372549019607843,0.6666666666666666,0,2,4,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0.8461538461538463,0.8186274509803921,0.0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0.23076923076923078,0.20833333333333331,1.0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.5384615384615385,0.09068627450980392,1.0,0,2,3,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.8461538461538463,0.25245098039215685,0.0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.15384615384615385,0.1605392156862745,0.6666666666666666,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.8461538461538463,0.6862745098039216,0.0,0,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0.8461538461538463,0.14950980392156862,0.33333333333333337,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.23076923076923078,0.0857843137254902,0.0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0.07692307692307693,0.10661764705882353,1.0,1,5,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0.38461538461538464,0.3480392156862745,0.6666666666666666,0,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1,1,0.8461538461538463,0.5024509803921569,0.6666666666666666,0,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0.6153846153846154,0.14767156862745096,1.0,0,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.8461538461538463,0.5318627450980392,1.0,0,3,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.23076923076923078,0.12254901960784313,0.33333333333333337,0,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0.7692307692307694,0.45955882352941174,1.0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0.38461538461538464,0.32965686274509803,1.0,1,4,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,0,0.23076923076923078,0.07598039215686274,1.0,1,4,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
0,0,1.0000000000000002,0.9142156862745099,0.6666666666666666,1,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.07692307692307693,0.0857843137254902,1.0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,1,0.9230769230769231,0.8639705882352942,0.0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,1,1.0000000000000002,0.982843137254902,0.0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0.38461538461538464,0.3333333333333333,0.6666666666666666,0,4,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.8461538461538463,0.2230392156862745,0.33333333333333337,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.4615384615384616,0.3480392156862745,0.33333333333333337,0,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0.23076923076923078,0.26715686274509803,0.6666666666666666,0,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.8461538461538463,0.8406862745098039,0.0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.7692307692307694,0.6887254901960784,0.6666666666666666,0,5,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0
0,0,0.4615384615384616,0.41237745098039214,1.0,0,3,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.9230769230769231,0.8321078431372549,0.6666666666666666,1,3,2,1,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0.7692307692307694,0.6145833333333334,0.33333333333333337,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0.5384615384615385,0.3161764705882353,0.0,0,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1,0,0.7692307692307694,0.7696078431372549,0.33333333333333337,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.15384615384615385,0.18075980392156862,0.33333333333333337,1,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,0.07692307692307693,0.09681372549019608,0.0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,1,0.3076923076923077,0.18995098039215685,1.0,0,4,4,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.07692307692307693,0.13357843137254902,0.0,1,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0.6923076923076923,0.16544117647058823,0.0,0,4,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.3076923076923077,0.22058823529411764,0.6666666666666666,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0.6923076923076923,0.5943627450980392,0.0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.9230769230769231,0.24264705882352938,0.6666666666666666,1,2,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0.38461538461538464,0.2818627450980392,0.33333333333333337,0,2,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.5384615384615385,0.36519607843137253,0.0,0,1,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0.38461538461538464,0.36642156862745096,1.0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0.23076923076923078,0.20098039215686272,0.6666666666666666,0,2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0.15384615384615385,0.17708333333333331,0.6666666666666666,0,1,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,1.0000000000000002,0.8884803921568628,1.0,0,4,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0
0,1,1.0000000000000002,0.3995098039215686,0.6666666666666666,1,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.07692307692307693,0.030637254901960786,0.6666666666666666,1,5,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0.9230769230769231,0.6409313725490197,1.0,0,5,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0.0,0.028186274509803926,0.33333333333333337,0,2,4,1,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0.07692307692307693,0.06372549019607843,0.0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0.07692307692307693,0.0392156862745098,0.0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.3076923076923077,0.1378676470588235,0.0,0,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.6153846153846154,0.4068627450980392,0.0,0,4,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0
0,0,0.0,0.017769607843137254,0.0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.23076923076923078,0.19852941176470587,0.0,1,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.6923076923076923,0.4473039215686274,0.6666666666666666,0,3,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0
1,1,0.4615384615384616,0.1721813725490196,0.0,0,2,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.7692307692307694,0.6348039215686275,0.6666666666666666,0,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1.0000000000000002,0.9742647058823529,1.0,0,2,4,1,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,0.6923076923076923,0.5698529411764707,0.33333333333333337,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1,0.15384615384615385,0.037377450980392156,0.6666666666666666,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0.5384615384615385,0.5122549019607844,0.33333333333333337,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.15384615384615385,0.10355392156862746,1.0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.5384615384615385,0.4730392156862745,0.0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0.9230769230769231,0.9037990196078431,0.33333333333333337,0,2,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.07692307692307693,0.052696078431372556,0.33333333333333337,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.3076923076923077,0.1531862745098039,1.0,0,4,4,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.23076923076923078,0.2696078431372549,1.0,0,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0
1,0,0.7692307692307694,0.4528186274509804,1.0,0,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,0.6153846153846154,0.18627450980392155,0.6666666666666666,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.15384615384615385,0.026348039215686278,0.6666666666666666,0,3,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0
0,1,0.8461538461538463,0.7892156862745099,0.33333333333333337,1,4,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0.7692307692307694,0.47977941176470584,1.0,1,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0
1,1,0.3076923076923077,0.18075980392156862,0.33333333333333337,0,4,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0
1,0,0.6923076923076923,0.6004901960784315,0.0,0,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.6153846153846154,0.3627450980392157,1.0,0,5,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0.9230769230769231,0.15502450980392155,0.6666666666666666,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0
1,1,0.38461538461538464,0.3223039215686274,1.0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0.07692307692307693,0.09681372549019608,0.33333333333333337,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.0,0.004901960784313727,0.6666666666666666,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.8461538461538463,0.13480392156862744,0.0,0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0.7692307692307694,0.5808823529411765,0.0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.0,0.004901960784313727,0.33333333333333337,1,5,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0.4615384615384616,0.1292892156862745,1.0,0,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1,0,1.0000000000000002,0.38235294117647056,0.0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0.8461538461538463,0.19362745098039214,0.33333333333333337,0,4,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0.07692307692307693,0.05514705882352941,0.6666666666666666,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.4615384615384616,0.4681372549019608,0.6666666666666666,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1,0,0.0,0.0508578431372549,0.33333333333333337,0,5,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.23076923076923078,0.22794117647058823,1.0,0,5,3,1,1,0,0,1,0,0,0,0,1,0,0,0,0
1,0,0.6923076923076923,0.7169117647058824,1.0,0,5,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.9230769230769231,0.16299019607843135,1.0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.7692307692307694,0.2708333333333333,1.0,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0.23076923076923078,0.21323529411764705,0.33333333333333337,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.3076923076923077,0.1378676470588235,0.33333333333333337,0,4,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0
1,0,1.0000000000000002,0.3137254901960784,0.6666666666666666,0,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,1.0000000000000002,0.7254901960784315,0.6666666666666666,0,3,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0.6923076923076923,0.4105392156862745,1.0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,1,0.0,0.02879901960784314,0.0,0,5,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,1,0.4615384615384616,0.0821078431372549,0.0,1,2,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0.7692307692307694,0.7763480392156863,0.6666666666666666,0,4,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0
0,1,0.07692307692307693,0.09191176470588236,0.6666666666666666,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0.8461538461538463,0.32598039215686275,0.33333333333333337,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0.7692307692307694,0.7022058823529412,0.6666666666666666,0,1,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0.9230769230769231,0.9037990196078431,0.6666666666666666,0,2,4,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,1,0.7692307692307694,0.7830882352941176,1.0,0,5,3,1,1,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0.9230769230769231,0.4577205882352941,0.0,1,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,0,0.07692307692307693,0.03308823529411765,0.0,0,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
0,0,0.5384615384615385,0.21323529411764705,0.33333333333333337,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.6153846153846154,0.1531862745098039,0.0,0,5,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0
0,1,0.38461538461538464,0.20098039215686272,1.0,0,4,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.7692307692307694,0.2438725490196078,1.0,0,2,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,0,0.0,0.05392156862745098,0.33333333333333337,0,2,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0.0,0.003676470588235293,0.6666666666666666,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,1.0000000000000002,0.9656862745098039,0.6666666666666666,0,3,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1,0,0.7692307692307694,0.49999999999999994,1.0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1,0.4615384615384616,0.0778186274509804,0.33333333333333337,1,5,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.5384615384615385,0.26715686274509803,1.0,0,4,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
0,0,0.15384615384615385,0.031862745098039214,0.0,0,2,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0
1,0,0.6153846153846154,0.522671568627451,0.0,0,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,0,0.23076923076923078,0.23529411764705882,1.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.23076923076923078,0.12254901960784313,0.6666666666666666,1,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0
0,0,0.15384615384615385,0.14767156862745096,0.0,0,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.5384615384615385,0.5122549019607844,0.33333333333333337,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0
0,0,0.6153846153846154,0.5171568627450981,0.6666666666666666,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0.0,0.051470588235294115,0.0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.07692307692307693,0.08088235294117647,1.0,0,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0
0,1,0.0,0.058823529411764705,0.6666666666666666,0,5,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,1.0000000000000002,0.3223039215686274,0.6666666666666666,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.23076923076923078,0.04656862745098039,0.0,1,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,0.6923076923076923,0.2512254901960784,0.33333333333333337,0,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0.4615384615384616,0.4938725490196078,0.0,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,0,1.0000000000000002,0.40808823529411764,0.0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
0,0,0.4615384615384616,0.18933823529411764,0.0,0,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,0.8461538461538463,0.5171568627450981,0.0,1,2,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.38461538461538464,0.24509803921568624,0.0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0
0,0,0.9230769230769231,0.19485294117647056,1.0,0,5,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.7692307692307694,0.3988970588235294,0.0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0
0,1,0.3076923076923077,0.1531862745098039,0.33333333333333337,1,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0,0.7692307692307694,0.7493872549019608,0.6666666666666666,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,1,0.23076923076923078,0.11764705882352942,1.0,0,4,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0.8461538461538463,0.6642156862745099,0.33333333333333337,0,2,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
0,1,0.9230769230769231,0.7444852941176471,0.0,0,5,4,0,1,1,0,0,0,0,0,0,0,0,1,0,0
0,0,1.0000000000000002,0.6139705882352942,0.33333333333333337,0,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0
0,0,0.5384615384615385,0.2230392156862745,0.6666666666666666,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,0.4615384615384616,0.11213235294117647,0.33333333333333337,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0.7692307692307694,0.2977941176470588,0.0,1,2,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,0.7692307692307694,0.6752450980392157,0.6666666666666666,0,5,4,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,1,0.6923076923076923,0.1838235294117647,0.0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0.0,0.025122549019607844,0.0,1,4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,0,0.38461538461538464,0.19362745098039214,1.0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.0000000000000002,0.6740196078431373,0.6666666666666666,0,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1,0.07692307692307693,0.12867647058823528,0.6666666666666666,0,5,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0.23076923076923078,0.22794117647058823,0.0,0,4,4,1,1,0,0,0,0,1,0,1,0,0,0,0,0
0,1,0.3076923076923077,0.11029411764705882,0.33333333333333337,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0.5384615384615385,0.09558823529411765,0.6666666666666666,0,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0
1,1,0.38461538461538464,0.08700980392156862,0.33333333333333337,0,4,4,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,0,0.7692307692307694,0.5876225490196079,0.33333333333333337,0,3,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,0.07692307692307693,0.125,0.6666666666666666,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0.3076923076923077,0.3002450980392157,0.33333333333333337,0,1,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0.3076923076923077,0.09803921568627451,0.6666666666666666,1,5,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0.38461538461538464,0.09436274509803921,1.0,0,2,4,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0.0,0.058823529411764705,0.6666666666666666,0,2,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,0.5384615384615385,0.1446078431372549,0.6666666666666666,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1,1,0.15384615384615385,0.18995098039215685,0.6666666666666666,0,4,3,1,0,1,0,0,0,0,0,0,0,0,0,1,0
1,1,0.3076923076923077,0.08272058823529412,1.0,0,5,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0.4615384615384616,0.352328431372549,0.33333333333333337,1,1,4,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,0,0.15384615384615385,0.15870098039215685,1.0,0,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
0,0,1.0000000000000002,0.8799019607843137,0.33333333333333337,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,1,0.6923076923076923,0.24509803921568624,0.6666666666666666,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0.9230769230769231,0.6568627450980392,0.6666666666666666,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0.38461538461538464,0.4142156862745098,1.0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0.3076923076923077,0.20526960784313725,1.0,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1
